cohortDefinitionId,timeId,countValue,covariateId,averageValue,sd,minValue,maxValue,p10Value,p25Value,medianValue,p75Value,p90Value,mean,startDayTemporalCharacterization,endDayTemporalCharacterization
2899,2,2073,3019210840702,103.86737578388806,43.717797806393065,4.49,563,54,62,68,72,73.8,0.03400423207519315,0,30
2899,2,2036,3036243753702,4.582765225933202,0.9453844769338652,3.1,40,3.63,3.82,3.91,4.01,4.1,0.03339730656299723,0,30
2899,1,10668,3036243753702,4.539072928383948,0.6879645362085819,2.5,38.2,3.94,4.2,4.4,4.61,4.8,0.1749913882190837,-730,-1
2899,1,6839,44783982531702,26.09592922941954,6.912160753837328,11.35,78.51,16.48,20.58,24.31,27.47,29.73,0.11218279940291652,-730,-1
2899,1,660,3025313636702,46.32348484848483,41.1485187770968,19.4,635,38.2,40.5,42.4,44.18,45.7,0.010826238866197529,-730,-1
2899,2,2245,3028465645702,41.72907795100221,69.05647632264142,0.47,1677,8,9,11,12,12,0.03682561553729311,0,30
2899,2,2435,3035320751702,21.32225051334702,52.67692538154546,0.1,1534,0.3,0.59,0.93,1.38,1.7,0.03994226005938028,0,30
2899,1,774,44790183795702,85.06271317829459,22.775235651776537,14,217,55.6,68,80,90,99,0.01269622557944983,-730,-1
2899,2,3183,3043688713702,14.121174992145768,2.4051847023456774,7.5,119,10.9,11.8,12.5,12.8,12.9,0.052211997441070815,0,30
2899,1,11651,3043688713702,14.12611278001886,1.5909086033965365,4.6,72.9,12.2,13,13.7,14.4,14.9,0.19111592277282943,-730,-1
2899,1,2274,4261078000702,1.2119437115215497,0.6788385855641993,0.77,20,0.9,0.96,1,1.06,1.16,0.03730131391171694,-730,-1
2899,NA,60963,1002,33.8263700933353,22.691148053811645,0,97,5,12,34,52,62,1,NA,NA
2899,NA,113949,581477911,13.453192920295916,10.422043945407252,0,254,3,4,8,16,27,1.8691501402490034,NA,NA
